,Year,Category,Quantity,Miss,FalseAlarm,Exchange,Shift
353,2014 to 2015,Natural Forest,20228.0,0.0,20228.0,6209.0,0.0
354,2014 to 2015,Non Observed,28.0,0.0,28.0,11.0,1.0
355,2014 to 2015,Other Non Vegetated Area,1.0,1.0,0.0,0.0,0.0
356,2014 to 2015,Pasture,18688.0,18688.0,0.0,10940.0,1156.0
357,2014 to 2015,"River, Lake and Ocean",85.0,0.0,85.0,368.0,91.0
358,2014 to 2015,Urban Infrastructure,12.0,12.0,0.0,0.0,-0.0
359,2014 to 2015,Wetland,859989.0,0.0,859989.0,323598.0,275.0
360,2015 to 2016,Agriculture,518.0,518.0,0.0,86.0,4.0
361,2015 to 2016,Forest Plantation,10.0,10.0,0.0,0.0,0.0
362,2015 to 2016,Grassland,135319.0,0.0,135319.0,556642.0,0.0
363,2015 to 2016,Mining,82.0,82.0,0.0,0.0,0.0
364,2015 to 2016,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
365,2015 to 2016,Natural Forest,5453.0,0.0,5453.0,17022.0,4254.0
366,2015 to 2016,Non Observed,53.0,53.0,0.0,15.0,0.0
367,2015 to 2016,Other Non Vegetated Area,0.0,0.0,0.0,0.0,3.0
368,2015 to 2016,Pasture,38772.0,38772.0,0.0,11172.0,998.0
369,2015 to 2016,"River, Lake and Ocean",32.0,0.0,32.0,354.0,160.0
370,2015 to 2016,Urban Infrastructure,5.0,5.0,0.0,0.0,0.0
371,2015 to 2016,Wetland,101361.0,101361.0,0.0,535669.0,6.0
372,2016 to 2017,Agriculture,2267.0,2267.0,0.0,455.0,10.0
373,2016 to 2017,Forest Plantation,0.0,0.0,0.0,0.0,0.0
374,2016 to 2017,Grassland,97704.0,97704.0,0.0,584573.0,16224.0
375,2016 to 2017,Mining,0.0,0.0,0.0,0.0,-0.0
376,2016 to 2017,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
377,2016 to 2017,Natural Forest,21320.0,0.0,21320.0,7830.0,0.0
378,2016 to 2017,Non Observed,8.0,8.0,0.0,16.0,20.0
379,2016 to 2017,Other Non Vegetated Area,5.0,0.0,5.0,1.0,0.0
380,2016 to 2017,Pasture,27973.0,27973.0,0.0,15078.0,2197.0
381,2016 to 2017,"River, Lake and Ocean",385.0,385.0,0.0,235.0,44.0
382,2016 to 2017,Urban Infrastructure,23.0,23.0,0.0,0.0,0.0
383,2016 to 2017,Wetland,107035.0,0.0,107035.0,568201.0,184.0
384,2017 to 2018,Agriculture,1306.0,1306.0,0.0,213.0,0.0
385,2017 to 2018,Forest Plantation,0.0,0.0,0.0,0.0,0.0
386,2017 to 2018,Grassland,895775.0,0.0,895775.0,319006.0,0.0
387,2017 to 2018,Mining,0.0,0.0,0.0,0.0,0.0
388,2017 to 2018,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
389,2017 to 2018,Natural Forest,8529.0,0.0,8529.0,12220.0,1163.0
390,2017 to 2018,Non Observed,67.0,67.0,0.0,40.0,0.0
391,2017 to 2018,Other Non Vegetated Area,10.0,10.0,0.0,0.0,0.0
392,2017 to 2018,Pasture,14531.0,14531.0,0.0,20897.0,2084.0
393,2017 to 2018,"River, Lake and Ocean",555.0,555.0,0.0,798.0,48.0
394,2017 to 2018,Urban Infrastructure,9.0,9.0,0.0,0.0,0.0
395,2017 to 2018,Wetland,887827.0,887827.0,0.0,298432.0,245.0
396,2018 to 2019,Agriculture,1133.0,1133.0,0.0,0.0,-0.0
397,2018 to 2019,Forest Plantation,5.0,5.0,0.0,0.0,0.0
398,2018 to 2019,Grassland,974715.0,974715.0,0.0,275684.0,6085.0
399,2018 to 2019,Mining,1.0,0.0,1.0,0.0,0.0
400,2018 to 2019,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
401,2018 to 2019,Natural Forest,57215.0,0.0,57215.0,10149.0,0.0
402,2018 to 2019,Non Observed,8.0,0.0,8.0,10.0,2.0
403,2018 to 2019,Other Non Vegetated Area,0.0,0.0,0.0,0.0,0.0
404,2018 to 2019,Pasture,38641.0,38641.0,0.0,657.0,1063.0
405,2018 to 2019,"River, Lake and Ocean",153.0,153.0,0.0,53.0,22.0
406,2018 to 2019,Urban Infrastructure,0.0,0.0,0.0,0.0,0.0
407,2018 to 2019,Wetland,957423.0,0.0,957423.0,265440.0,111.0
